证券代码,证券简称,现金流量比 2017一季,现金流量比 2017中报,现金流量比 2017三季,现金流量比 2017年报,现金流量比 2018一季,现金流量比 2018中报,估价全价 2017-10-10,估价修正久期 2017-10-10,估价全价 2018-09-14,估价修正久期 2017-12-29,估价全价 2018-06-29,估价修正久期 2018-06-29,估价修正久期 2018-03-30,估价修正久期 2018-09-14,估价全价 2017-12-29,估价全价 2018-03-30,"债项评级  2018-09-14 ","债项评级  2018-06-29 ","债项评级  2018-03-30 ","债项评级  2017-12-29 ","债项评级  2017-10-10 ","资产负债率  2017一季 ","资产负债率  2017中报 ","资产负债率  2017三季 ","资产负债率  2017年报 ","资产负债率  2018一季 ","资产负债率  2018中报 "
1780093.IB,17蚌经投债,,-0.2208,,-0.296,,-0.0351,102.2171,3.8957,99.6935,3.6538,105.1736,3.194,3.4382,3.1958,101.3483,104.1358,AA,AA,AA,AA,AA,,45.0494,,51.8572,,51.706
1780094.IB,17灌东经开债,,0.0055,,-0.4539,,0.1927,103.1361,3.7486,98.4673,3.5063,99.0493,3.2424,3.2892,3.0133,102.2694,104.9756,AAA,AAA,AAA,AAA,AAA,,37.4933,,30.8397,,28.7439
1780095.IB,17宜高双创债01,,-1.6432,-1.8733,-1.2069,,-1.3987,103.6318,3.8005,102.9682,3.5506,99.9922,3.2898,3.329,3.1175,102.2361,104.6213,AA+,AA+,AA+,AA+,AA+,,41.7189,41.1316,42.2183,,42.6578
1780096.IB,17嘉禾铸都01,,-0.0175,-0.1055,0.1473,,-0.1779,104.2564,3.7822,101.5282,3.5402,100.5799,3.285,3.3236,3.0807,103.3774,106.115,AAA,AAA,AA+,AA+,AA+,,27.7925,28.2108,29.948,,31.9991
1780097.IB,17开元专项债01,,-1.9529,,-0.2681,,-0.0504,103.26,3.6761,99.4754,3.457,98.9199,3.1964,3.226,2.9844,103.9289,105.864,AA,AA,AA,AA,AA,,48.2655,,47.8056,,48.1083
1780100.IB,17阿纺织,,0.8206,,-0.151,,0.5714,103.2747,3.728,100.6609,3.4888,99.4765,3.2633,3.2747,3.0614,102.6892,105.6872,AA,AA,AA,AA,AA,,34.0401,,38.8276,,38.5902
1780101.IB,17咸双创债,,-0.2291,-0.2523,-0.3213,-0.1471,0.0899,104.4246,4.4894,100.3885,4.219,100.0086,4.0172,4.0014,3.7986,102.7156,105.1662,AA,AA,AA,AA,AA,,40.2521,41.3878,41.6055,42.6653,42.6883
1780102.IB,17鄂交投可续期02,0.0035,0.0276,0.0555,0.1184,0.0158,0.0718,103.2334,3.9422,103.5083,3.7018,100.7907,3.438,3.4792,3.2543,101.8157,104.3339,AAA,AAA,AAA,AAA,AAA,67.6125,66.5841,66.7284,67.5197,68.7616,69.519
1780103.IB,17黄石众邦债,,-1.4738,,-0.2678,,-0.1924,103.0326,3.8519,102.2132,3.6079,100.3261,3.3503,3.39,3.1613,101.9909,104.5824,AAA,AAA,AAA,AAA,AAA,,71.4919,,69.4146,,73.4746
1780104.IB,17津国投01,,-0.072,,0.0235,,-0.0708,102.3062,3.8802,97.0573,3.6384,105.2379,3.1782,3.4226,3.1355,101.4362,104.2102,AA,AA,AA,AA,AA,,64.6448,,63.7796,,65.7955
1780105.IB,17海盐债,,-0.1105,-0.3928,-0.3882,,-0.0348,103.7817,3.9101,102.9804,3.6585,100.0748,3.3875,3.436,3.2145,102.2098,104.4963,AAA,AAA,AAA,AAA,AAA,,67.0075,62.9343,62.1905,,65.6141
1780106.IB,17襄阳高投债,,-0.0209,,-0.9283,,-0.7081,105.499,3.8821,101.4031,3.6306,101.433,3.3701,3.4083,3.1513,103.9341,106.2684,AAA,AAA,AAA,AAA,AA+,,59.9112,,61.9911,,63.2339
1780107.IB,17鹤城投债,,-0.2922,,0.0403,,-0.3134,103.2546,3.785,98.1479,3.5433,97.6859,3.2741,3.3119,3.0611,102.4502,104.3251,AA,AA,AA,AA,AA,,46.5114,,53.2345,,55.0233
1780108.IB,17黔南债02,,-0.5596,,-0.6379,,-0.3453,102.3502,3.8159,97.3174,3.5745,103.8291,3.0862,3.3435,3.0941,101.5745,103.4776,AA,AA,AA,AA,AA,,30.0873,,39.16,,38.1632
1780109.IB,17武汉地铁可续期01,0.1955,0.3045,0.4038,0.2762,0.0171,0.0006,102.3593,2.3952,102.734,2.1718,100.4305,1.8081,1.9436,1.6191,102.0399,104.2138,AAA,AAA,AAA,AAA,AAA,66.5365,66.5061,67.2699,69.3115,69.9656,69.582
1780110.IB,17观山湖债,,0.1058,,-0.0055,,-0.1131,102.9702,3.843,102.2857,3.5937,99.2401,3.3447,3.373,3.173,101.6477,104.1297,AA,AA,AA,AA,AA,,46.1938,,46.3283,,48.0077
1780113.IB,17鄂交投可续期03,0.0035,0.0276,0.0555,0.1184,0.0158,0.0718,102.51,3.9644,102.8889,3.7241,100.161,3.4598,3.5017,3.2764,101.1062,103.6355,AAA,AAA,AAA,AAA,AAA,67.6125,66.5841,66.7284,67.5197,68.7616,69.519
1780114.IB,17巴州国源债,,-0.2244,,-0.4975,,0.0445,102.6777,3.8789,101.8652,3.6351,99.9559,3.3816,3.4176,3.1929,101.6595,104.2899,AA+,AA+,AA+,AA+,AA+,,4.7269,,17.2844,,33.7379
1780115.IB,17吉首管廊01,,0.036,,0.0908,,0.0397,102.9478,3.8386,97.1195,3.5969,99.4014,3.3436,3.381,3.088,102.0957,104.8734,AA+,AA+,AA+,AA+,AA+,,37.4748,,45.4524,,48.697
1780116.IB,17资兴债02,,-3.7524,,-4.4455,,-3.0717,101.11,3.9872,98.6922,3.7447,103.9283,3.2847,3.5291,3.2798,100.178,102.9364,AA+,AA+,AA+,AA+,AA+,,9.7364,,21.9164,,21.8812
1780117.IB,17石首城投债,,-0.1854,,-0.2576,,-0.0597,103.9197,3.7805,101.188,3.5396,100.1425,3.2984,3.3241,3.0951,103.1542,106.0122,AAA,AAA,AA+,AA+,AA+,,40.5438,,38.355,,47.6721
1780118.IB,17松滋金投债,,-0.3095,,-4.3174,,-0.0937,103.1598,3.8301,97.5294,3.5885,99.5601,3.3377,3.3727,3.0862,102.322,105.1159,AAA,AAA,AA+,AA+,AA+,,56.1721,,48.538,,51.6617
1780119.IB,17高港高新债,,-0.0664,,-0.5329,,-0.1288,102.2373,3.9464,101.4925,3.7014,99.6879,3.4322,3.483,3.2425,101.0845,103.6025,AAA,AAA,AAA,AAA,AAA,,44.9963,,54.9384,,58.6191
1780120.IB,17永兴债01,,-0.1524,,0.1611,,-0.1744,102.1858,3.8219,97.177,3.5805,103.6453,3.0921,3.3495,3.0989,101.4046,103.3007,AA,AA,AA,AA,AA,,33.694,,35.161,,39.8204
1780121.IB,17宁高发债01,,-0.269,-0.4736,-0.447,,-0.0098,102.753,3.951,102.0845,3.6993,99.1887,3.4255,3.4769,3.2525,101.1794,103.4612,AAA,AAA,AAA,AAA,AAA,,61.4547,61.766,57.3549,,58.6248
1780122.IB,17宿迁城投债01,0.017,-0.0346,-0.0072,0.0704,-0.031,-0.0133,101.5102,4.0186,101.0084,3.7664,103.4531,3.3064,3.5437,3.3098,99.8816,102.1121,AA+,AA+,AA+,AA+,AA+,61.7587,59.3672,62.0527,59.7156,60.0887,62.3517
1780123.IB,17郑通航债01,,-0.1452,,-0.2725,,-0.036,102.7494,3.9147,100.1737,3.6716,99.3226,3.403,3.4548,3.1979,101.7458,104.4107,AAA,AAA,AAA,AAA,AAA,,65.6445,,66.2569,,60.6706
1780124.IB,17诸暨国资债01,,-0.4007,-0.2263,-0.8505,-0.2452,-0.3762,101.61,3.9785,102.0526,3.7319,99.9061,3.4699,3.5136,3.2857,100.3453,102.8569,AA+,AA+,AA+,AA+,AA+,,58.8947,63.3495,57.4428,58.6795,58.5502
1780125.IB,17白云债01,,-0.8404,,-0.8545,,0.0772,101.8132,3.8972,96.7569,3.6545,102.8956,3.164,3.4226,3.1583,100.904,102.6862,AA,AA,AA,AA,AA,,46.5917,,48.8703,,53.2764
1780127.IB,17科投专项债,,-0.749,-0.8835,-0.6834,,-0.1015,102.4711,3.9177,101.8404,3.6671,104.8701,3.2094,3.4456,3.2314,101.0103,103.3815,AA,AA,AA,AA,AA,,61.8805,65.4574,64.591,,66.5112
1780128.IB,17京汽绿色债,0.0664,0.101,0.1418,0.235,0.063,0.1339,100.8226,4.0987,100.4967,3.858,103.1399,3.4002,3.6244,3.3721,99.2696,100.8333,AAA,AAA,AAA,AAA,AAA,65.8388,67.6637,64.6241,64.3728,61.6088,63.6874
1780129.IB,17秦巴新城债01,,0.0792,,0.0821,,0.0398,102.2312,3.8518,99.7343,3.6106,105.3888,3.1518,3.3955,3.1601,101.4417,104.2813,AA,AA,AA,AA,AA,,47.8909,,49.2966,,49.0139
1780130.IB,17即墨旅投债,,0.0593,0.0429,0.0035,-0.0046,0.008,101.8899,4.0155,101.3226,3.7632,103.8162,3.303,3.5404,3.3074,100.2499,102.4793,AA+,AA+,AA+,AA+,AA+,,27.2427,26.791,35.0517,37.6303,36.5188
1780131.IB,17毕节管廊01,,-0.0026,,0.0113,,-0.0056,102.0967,3.9544,101.5086,3.7033,104.3581,3.245,3.4814,3.2614,100.5836,102.9131,AAA,AAA,AAA,AAA,AAA,,58.7289,,60.4891,,62.3952
1780132.IB,17扬州开发债,-0.0234,0.0854,-0.3739,0.0302,-0.0191,-0.2417,102.0715,4.0157,101.4864,3.7632,103.9274,3.3026,3.5402,3.3048,100.4064,102.6143,AAA,AAA,AAA,AAA,AAA,55.6225,50.3595,40.9572,45.313,48.7906,43.0907
1780133.IB,17遵义播投债01,,,,-1.0829,,-0.2801,102.3649,3.8604,96.7277,3.619,105.4423,3.1597,3.4036,3.1163,101.5457,104.3632,AA,AA,AA,AA,AA,,,,47.4568,,49.6325
1780134.IB,17郧阳债01,,,,-0.9414,,,102.0934,3.8911,99.6061,3.6493,105.0405,3.1894,3.4336,3.1901,101.2261,104.0064,AAA,AAA,AAA,AAA,AAA,,,,47.1374,,
1780135.IB,17青州建投债01,,0.0767,,-0.0763,,0.0427,102.1563,3.8921,96.4621,3.6502,105.0936,3.1902,3.4345,3.1403,101.2847,104.063,AA,AA,AA,AA,AA,,48.9246,,49.8168,,47.725
1780136.IB,17红河开投专项债,,0.1429,,-0.127,,0.0266,101.6735,3.9502,101.1376,3.6996,104.0746,3.2422,3.4782,3.2623,100.2132,102.5834,AAA,AAA,AAA,AAA,AAA,,46.8619,,49.4482,,48.0753
1780137.IB,17沛国资,,-0.3099,,-0.4207,,-0.339,101.4637,3.9571,96.4149,3.7133,102.1722,3.2206,3.4803,3.201,100.4308,102.0953,AA,AA,AA,AA,AA,,24.2601,,31.1575,,38.786
1780138.IB,17铜官管廊债,,-5.0629,,-4.4336,,-1.9024,102.0239,5.2524,100.6341,4.9838,104.8258,4.545,4.7763,4.613,100.3805,103.1508,AAA,AAA,AAA,AAA,AAA,,45.5697,,52.9049,,51.618
1780139.IB,17永州城投债,-0.4321,-0.3607,-0.6747,-0.4584,-0.1983,-0.2746,101.5793,4.0254,101.0569,3.7731,103.5027,3.313,3.5503,3.3162,99.9401,102.1669,AAA,AAA,AAA,AAA,AAA,42.8566,44.619,46.7806,42.3922,46.5607,46.3369
1780140.IB,17诸城债,,0.0448,,-0.1366,,-0.5577,101.4124,4.0112,100.9246,3.7593,103.424,3.2997,3.5368,3.3051,99.8103,102.0607,AAA,AAA,AAA,AAA,AAA,,44.1352,,44.9401,,44.892
1780141.IB,16高邮经发债02,,-1.4313,,-0.8278,,-0.0203,101.4285,4.028,100.9337,3.7757,103.3438,3.3156,3.5529,3.3178,99.7887,102.0113,AAA,AAA,AAA,AAA,AAA,,20.3196,,32.0808,,32.2659
1780142.IB,17启东创新债,,-0.3455,,-0.4473,,-0.221,101.3881,4.0427,100.7277,3.7968,104.1508,3.3447,3.578,3.3263,100.136,102.5917,AAA,AAA,AAA,AAA,AAA,,43.8474,,53.4926,,54.078
1780145.IB,17鄂州管廊债,,-0.0597,,-0.9082,,-0.2535,101.7481,5.214,99.8637,4.9338,103.2813,4.475,4.7159,4.5802,99.6275,101.968,AA,AA,AA,AA,AA,,56.1368,,61.2618,,63.0106
1780146.IB,17温州民科债,,,,0.0053,,-0.0683,101.8682,3.9056,99.3929,3.6639,104.8525,3.2043,3.4484,3.2062,101.0088,103.8043,AA,AA,AA,AA,AA,,,,37.063,,37.9373
1780147.IB,17营北海债01,,-0.1884,-0.2128,-0.0389,,-0.0335,101.9953,3.8033,97.0189,3.5626,103.68,3.0756,3.3322,3.0893,101.289,103.2559,AA,AA,AA,AA,AA,,29.4834,29.2219,27.355,,33.0027
1780148.IB,17丹投绿色债,0.1551,0.1125,0.165,0.0784,0.0986,0.0813,101.1103,4.0086,100.4796,3.7652,100.6222,3.2547,3.5148,3.3047,100.0554,100.6,AAA,AAA,AAA,AAA,AAA,50.7035,48.8449,50.277,51.0445,49.788,49.6232
1780149.IB,17诸暨国资债02,,-0.4007,-0.2263,-0.8505,-0.2452,-0.3762,100.8308,4.0366,101.3614,3.7898,104.4455,3.3517,3.5716,3.3412,99.5421,102.0517,AA+,AA+,AA+,AA+,AA+,,58.8947,63.3495,57.4428,58.6795,58.5502
1780150.IB,17黄岩债01,-0.0033,-0.0449,,-0.0808,,0.0068,101.5336,3.9807,96.3785,3.7368,102.2567,3.2442,3.5039,3.2272,100.4995,102.1779,AA,AA,AA,AA,AA,63.6606,66.1876,,68.181,,68.3885
1780151.IB,17襄阳经开债,,-0.7495,,-1.5086,,0.2898,101.5353,3.9438,100.9941,3.6937,104.0887,3.2371,3.4727,3.2628,100.1268,102.5458,AA,AA,AA,AA,AA,,44.11,,49.3731,,47.6949
1780152.IB,17广德国投债,,0.2161,,0.1792,,-0.2263,101.1112,4.0235,99.8836,3.7783,103.4376,3.317,3.56,3.3059,99.9309,102.4429,AAA,AAA,AAA,AAA,AAA,,31.2576,,37.7095,,35.6849
1780153.IB,17常德鼎力债,,-1.1293,,-3.0861,,-0.1517,101.5006,3.9461,100.9613,3.696,104.0548,3.2395,3.475,3.2651,100.0919,102.5114,AA,AA,AA,AA,AA,,29.0849,,34.1505,,36.1333
1780154.IB,17浦交债,-0.2994,-0.3161,-0.3121,-0.2315,-0.8752,-1.1523,101.3967,4.0196,100.8832,3.7677,103.454,3.3085,3.5454,3.3164,99.8046,102.0733,AA+,AA+,AA+,AA+,AA+,74.048,72.944,74.7277,73.3689,74.0695,73.4215
1780155.IB,17伟驰债01,,-0.0429,-0.2903,0.0337,-0.1012,-0.3028,101.3834,3.946,96.3365,3.7026,102.2473,3.2109,3.4701,3.1969,100.4017,102.1165,AA,AA,AA,AA,AA,,64.3831,64.1508,63.8114,64.0647,64.7545
1780156.IB,17嵊州债,,-0.2459,,0.2964,,-0.1902,101.3452,4.0353,100.8376,3.7831,103.3175,3.3234,3.5605,3.3281,99.721,101.9643,AAA,AAA,AAA,AAA,AAA,,72.3774,,59.2428,,61.3364
1780157.IB,17桂阳城投债,,-0.2287,,-0.8185,,-0.6048,101.4546,3.9626,95.524,3.7122,101.2241,3.2104,3.4694,3.1924,100.0104,101.0777,AAA,AAA,AA+,AA+,AA+,,34.817,,37.5294,,36.7212
1780158.IB,17马雨山债01,,-0.2185,,-0.339,,-0.313,100.8553,4.0254,100.2305,3.7808,104.0005,3.331,3.5631,3.3262,99.7357,102.3104,AAA,AAA,AAA,AAA,AAA,,54.5547,,56.2946,,56.7786
1780159.IB,17荆州城投专项债,,-0.8024,,-3.3199,,-1.3623,101.458,3.9963,100.9285,3.745,103.6793,3.2867,3.5231,3.3007,99.9254,102.2446,AA,AA,AA,AA,AA,,60.576,,64.539,,68.1945
1780160.IB,17秦巴新城债02,,0.0792,,0.0821,,0.0398,101.6662,3.8675,99.2061,3.6269,105.0213,3.1695,3.4125,3.1841,100.9361,103.842,AA,AA,AA,AA,AA,,47.8909,,49.2966,,49.0139
1780161.IB,17黔南停车场债01,,-0.2563,-0.3979,0.1216,,-0.0541,101.7906,3.8942,96.6821,3.6521,103.0562,3.1627,3.4207,3.1644,100.9384,102.7844,AA,AA,AA,AA,AA,,59.3048,60.9448,62.1751,,61.2242
1780162.IB,17兴宁永业债,,0.0259,,-0.1467,,0.0899,101.4937,3.9706,99.063,3.7277,104.1628,3.2666,3.5115,3.2563,100.5185,103.2245,AAA,AAA,AAA,AAA,AAA,,31.4274,,42.8926,,43.6598
1780163.IB,17郴州新天债,,-1.2807,,-0.1315,,-1.078,101.3898,3.9734,96.3049,3.7295,102.0887,3.2368,3.4965,3.2175,100.3514,102.0168,AA,AA,AA,AA,AA,,38.4025,,39.241,,37.1121
1780164.IB,17厦门轨道债01,,0.0077,,-0.0173,,-0.3176,100.6655,2.5253,101.4323,2.2998,103.9846,1.8392,2.0711,1.729,100.1088,102.1994,AAA,AAA,AAA,AAA,AAA,,16.1721,,12.9829,,13.1009
1780165.IB,17宿州经开债,,-0.0542,,0.3141,,-0.0212,101.114,3.997,98.7148,3.7542,103.7954,3.2933,3.5382,3.283,100.1372,102.8519,AAA,AAA,AAA,AAA,AAA,,46.3793,,49.6283,,53.601
1780166.IB,17浠水凤翥债01,,-0.1679,,-0.1488,,-1.5906,101.4422,3.918,99.01,3.6765,104.5167,3.2177,3.4614,3.222,100.6107,103.4358,AAA,AAA,AAA,AAA,AAA,,36.0563,,41.9375,,41.5439
1780167.IB,17金安城投债,,,,-0.104,,,101.4856,3.9753,99.0561,3.7323,104.1249,3.271,3.5161,3.2596,100.4997,103.1971,AAA,AAA,AAA,AAA,AAA,,,,44.4721,,
1780168.IB,17攀投专项债,,-1.0181,,-0.8054,,0.1091,101.9366,3.8242,96.1363,3.5845,105.5584,3.1285,3.3706,3.1008,101.2998,104.2852,AA,AA,AA,AA,AA,,34.7371,,43.3645,,43.8223
1780169.IB,17永晟债,,-0.7899,,0.1134,,-0.0693,101.738,3.9159,99.264,3.6742,104.7513,3.215,3.4589,3.2179,100.8845,103.6923,AA,AA,AA,AA,AA,,38.6031,,41.7154,,46.6811
1780170.IB,17张家界专项债,-0.0589,-0.1774,,-0.1588,-0.1879,-0.0666,101.862,5.1329,99.9929,4.854,103.7086,4.397,4.6369,4.5148,99.866,102.2948,AA,AA,AA,AA,AA,51.1634,53.0923,,54.2575,55.8767,57.9646
1780171.IB,17岳阳惠华债02,,-2.6453,,-1.7586,,-0.2821,101.1338,3.9742,100.4713,3.7304,104.5155,3.2819,3.5133,3.2865,100.1027,102.7469,AAA,AAA,AA+,AA+,AA+,,40.1583,,40.5111,,43.8669
1780172.IB,17靖江绿色债,,0.1402,,0.166,,0.0266,101.363,4.0472,100.8319,3.7949,103.3271,3.3352,3.5724,3.3404,99.7303,101.9747,AAA,AAA,AAA,AAA,AAA,,65.1133,,58.0177,,56.9383
1780173.IB,17红花岗停车场债01,,-0.0479,,-0.7801,,-0.2891,101.808,3.8616,96.7432,3.6201,103.2662,3.1319,3.3892,3.1395,101.0216,102.9252,AA,AA,AA,AA,AA,,58.0779,,61.523,,62.6352
1780174.IB,17长沙含浦债,,-0.2286,,-0.683,,-0.2517,101.1071,3.9989,100.4446,3.7546,104.3631,3.3054,3.5372,3.3055,100.0277,102.6359,AA+,AA+,AA+,AA+,AA+,,31.9337,,29.1558,,31.3929
1780175.IB,17古蔺专项债,,-0.4732,,-1.6982,,-0.3438,101.3712,3.9723,100.839,3.7217,103.8143,3.2647,3.5005,3.2865,99.9191,102.3064,AAA,AAA,AA+,AA+,AA+,,57.7486,,65.2472,,65.9914
1780176.IB,17津国投02,,-0.072,,0.0235,,-0.0708,101.1209,3.9584,98.7257,3.7163,104.0362,3.2568,3.5009,3.2548,100.23,103.0107,AA,AA,AA,AA,AA,,64.6448,,63.7796,,65.7955
1780177.IB,17川金财债,,0.0106,,0.0545,,-0.0164,101.4838,3.8622,99.0341,3.6221,104.974,3.1655,3.408,3.1846,100.7986,103.7466,AAA,AAA,AA+,AA+,AA+,,46.68,,47.7462,,48.7939
1780178.IB,17衡阳滨江债,,-0.614,,-0.5695,,-0.1857,101.0304,4.0353,100.3897,3.7902,104.0473,3.3397,3.5721,3.3305,99.8645,102.4005,AAA,AAA,AAA,AAA,AAA,,59.7244,,66.8112,,67.4484
1780179.IB,17龙源绿色债01,0.0312,0.1278,0.0908,0.2649,0.0296,0.1318,100.3485,4.1632,100.3856,3.9224,103.9153,3.48,3.6998,3.4429,98.7882,101.2568,AAA,AAA,AAA,AAA,AAA,65.0053,64.9469,65.4832,63.1006,61.6111,60.9487
1780180.IB,17咸宁城投债,-0.0838,-0.1589,-0.2838,-0.5311,-0.0747,-0.0018,101.4003,5.2293,98.9478,4.9601,102.2642,4.4761,4.7279,4.579,99.7838,101.4531,AA,AA,AA,AA,AA,55.0812,60.9306,62.5147,57.0061,58.2235,58.7363
1780182.IB,17渝宏烨债01,,-0.1124,,-0.6751,,,101.0281,3.9517,97.6056,3.7087,104.6618,3.2617,3.4923,3.2326,100.0842,102.807,AA+,AA+,AA+,AA+,AA+,,40.3611,,38.0399,,
1780183.IB,17金潼债01,,-0.1311,,-0.2022,-0.042,-0.0664,101.1551,3.9272,95.8952,3.6847,104.927,3.2384,3.4687,3.1858,100.2611,103.0257,AA,AA,AA,AA,AA,,46.8538,,42.2447,42.6218,40.9684
1780184.IB,17包头建投债01,,-0.0914,,-0.2601,,0.0117,100.9893,4.062,100.3589,3.8163,103.8432,3.3649,3.5978,3.3493,99.7633,102.2508,AAA,AAA,AAA,AAA,AAA,,75.543,,78.0044,,77.6312
1780185.IB,17铜陵建投01,0.051,-0.0605,-0.0641,-0.1544,0.0988,0.1548,101.6067,4.0188,101.0042,3.7674,103.8276,3.309,3.5455,3.3252,100.0602,102.3886,AA,AA,AA,AA,AA,48.061,47.5512,49.5501,47.8753,48.7552,49.8236
1780186.IB,17滨江新城债,,,,0.0058,,0.039,100.435,4.05,94.9747,3.8067,104.0824,3.3604,3.5907,3.3023,99.4619,102.21,AA,AA,AA,AA,AA,,,,56.3257,,59.0805
1780189.IB,17洪泽绿色债,,,,-3.4693,,0.3166,101.3436,3.9302,96.0092,3.6886,104.4025,3.2298,3.4735,3.1876,100.5037,103.3268,AA,AA,AA,AA,AA,,,,45.2906,,48.6602
1780190.IB,17毕节管廊02,,-0.0026,,0.0113,,-0.0056,101.1871,4.0477,100.6499,3.7958,103.2849,3.3369,3.5737,3.3473,99.5985,101.8868,AAA,AAA,AAA,AAA,AAA,,58.7289,,60.4891,,62.3952
1780191.IB,17恒逸债01,0.007,0.0182,0.0415,0.0312,0.0055,0.0254,101.6965,3.8198,101.8747,3.6231,108.6408,3.2165,3.4549,3.2993,103.8535,107.4125,AA+,AA+,AA,AA,AA,61.0658,61.2088,60.3309,60.8868,63.8613,64.7841
1780192.IB,17永兴债02,,-0.1524,,0.1611,,-0.1744,101.2468,3.9657,95.7953,3.7242,101.9574,3.2267,3.4852,3.2213,100.405,101.7462,AA,AA,AA,AA,AA,,33.694,,35.161,,39.8204
1780194.IB,17安庆皖江债,0.2893,-0.917,,-1.8388,,-1.016,101.2115,3.931,98.8036,3.6894,104.2866,3.2307,3.4744,3.2347,100.3783,103.2051,AA,AA,AA,AA,AA,45.2916,46.4615,,54.7516,,57.7587
1780195.IB,17遂柔刚债02,,-0.1767,,-0.0709,,-0.1515,101.0482,3.8933,96.8651,3.6517,105.061,3.2067,3.4362,3.1791,100.2433,103.079,AA,AA,AA,AA,AA,,57.6041,,57.8567,,58.918
1780196.IB,17湖滨新城01,,-0.3883,,-0.8583,,0.0922,101.2734,3.8911,98.8548,3.6504,104.6094,3.1931,3.436,3.2064,100.5335,103.4361,AA,AA,AA,AA,AA,,48.9767,,48.9051,,44.1989
1780197.IB,17泗阳专项债,,-0.0749,-0.6723,-0.2886,,0.1901,101.8526,3.8316,96.7718,3.591,103.6179,3.1046,3.361,3.1229,101.1659,103.1692,AA,AA,AA,AA,AA,,48.1981,48.5567,52.1956,,49.2441
1780198.IB,17市北新城债,,-0.2341,,-0.0824,,-0.2206,100.8345,4.0012,100.1827,3.7573,104.2348,3.3091,3.5404,3.3143,99.8023,102.4572,AA,AA,AA,AA,AA,,43.6087,,50.9055,,50.2401
1780199.IB,17宿马债,,-0.0883,,-0.2539,,-0.1945,101.1164,3.9798,98.7213,3.7373,103.8935,3.277,3.5215,3.27,100.1754,102.9165,AAA,AAA,AAA,AAA,AAA,,64.0392,,58.9933,,57.2385
1780200.IB,17江苏开投债,,-0.0274,,-0.8567,,-0.5954,101.3196,3.8682,95.8485,3.6281,104.8221,3.1717,3.4141,3.1428,100.638,103.5902,AA,AA,AA,AA,AA,,43.934,,41.9526,,38.5281
1780201.IB,17湘东山债,,-0.5054,,-0.2058,,-1.5694,101.2043,3.9692,98.7923,3.7269,104.0452,3.2669,3.5113,3.2626,100.2853,103.0458,AAA,AAA,AA+,AA+,AA+,,17.3389,,24.6703,,24.2905
1780202.IB,17郑蒲债01,,,-0.2215,-0.3642,,-0.1868,,,103.6613,3.9346,102.7685,3.4744,3.7191,3.2685,99.1048,101.8428,AAA,AAA,AAA,AAA,AAA,,,62.7039,60.4211,,60.5309
1780203.IB,17蒲城债,,,,-0.615,,-0.5357,100.9871,3.942,95.8297,3.6996,104.8036,3.2536,3.4837,3.2046,100.1026,102.885,AAA,AAA,AA+,AA+,AA+,,,,25.6517,,25.6619
1780204.IB,17广州地铁专项债01,-0.0206,-0.0273,0.0002,-0.2148,-0.0176,-0.0134,100.5843,4.1815,101.1955,3.9395,103.3599,3.4878,3.716,3.469,98.9577,101.3622,AAA,AAA,AAA,AAA,AAA,34.5223,32.4787,34.4186,38.7235,39.8709,40.2355
1780205.IB,17宁国债,,0.1255,,-0.0146,,0.0976,101.5758,3.8768,96.4729,3.6355,103.1272,3.1479,3.405,3.1593,100.8174,102.7559,AA+,AA+,AA+,AA+,AA+,,54.0191,,53.8815,,50.2078
1780206.IB,17怀化经开债,,-0.8126,,0.0075,,-0.5297,101.2304,4.0328,98.5926,3.7881,101.6965,3.294,3.5545,3.3076,100.11,101.7096,AAA,AAA,AAA,AAA,AAA,,55.5355,,61.4067,,58.2012
1780207.IB,17粤海专项债01,0.0102,0.06,0.1363,0.2518,-0.0031,0.111,100.7971,4.187,101.3801,3.9448,103.4948,3.4925,3.721,3.4714,99.1387,101.5214,AAA,AAA,AAA,AAA,AAA,38.457,37.6833,38.0021,36.8824,36.8611,37.5488
1780208.IB,17太和债,,-1.2097,,-3.6673,,-0.2226,101.1546,4.0195,99.7194,3.7619,103.6662,3.3137,3.545,3.3166,99.2442,101.8917,AAA,AAA,AAA,AAA,AAA,,36.7803,,41.4712,,50.1769
1780209.IB,16柯城投债02,,-0.4799,-0.8804,-0.6507,,-0.5787,100.8705,4.0195,96.4831,3.7751,104.0957,3.3258,3.5576,3.2655,99.7771,102.3778,AA,AA,AA,AA,AA,,63.7644,63.8101,64.8425,,67.6648
1780210.IB,17鄱阳国资债,,-0.3572,,-1.1818,,-2.6146,101.0542,3.9421,98.6521,3.7006,104.1536,3.2421,3.4857,3.2469,100.2259,103.0631,AAA,AAA,AA+,AA+,AA+,,25.6288,,35.444,,34.4803
1780211.IB,17厦门轨道债02,,0.0077,,-0.0173,,-0.3176,100.4971,2.5727,101.2691,2.3469,103.8475,1.8868,2.1185,1.7779,99.9165,102.0297,AAA,AAA,AAA,AAA,AAA,,16.1721,,12.9829,,13.1009
1780212.IB,17淮安水利债,-0.0221,0.0079,0.0171,-0.1216,-0.0148,0.0076,101.0403,4.1014,101.2195,3.8568,103.6493,3.4005,3.6358,3.4022,99.8743,102.2027,AAA,AAA,AAA,AAA,AAA,48.886,50.3066,51.2625,46.7687,46.8333,49.1393
